BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,Generator Fuel Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,WDCALF,NWDCALF,SECALF,WDBMCAIC,NWDBMCAIC,WDBMCAEC,NWDBMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__ETONB000,2__ETONB000,Tonik Energy Limited,PILO1015,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,23/01/19,,F
2__ETOTO000,2__ETOTO000,TOTO Energy Limited,COVENT,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__ETRAM000,Tramonto_E,Switch Business Gas and Power,TRAM,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,-0.0391,0.5471,0.4559,0.25,-0.021,-0.018,0,0,F,T,F,,01/12/18,,F
2__ETREX000,2__ETREX000,POWER4ALL Limited,POWER4,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,-15,0.7699,0.7292,0.25,-11.549,-10.938,0,0,F,T,F,,01/12/18,,F
2__ETULP000,2__ETULP000,PURE PLANET LIMITED,TULIP,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,-5.932,0.345,0.3665,0.25,-2.047,-2.174,0,0,F,T,F,,01/12/18,,F
2__EUKPR000,UK_Power_Reserve_E,UK Power Reserve Limited,UKPR,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,18,0,0.7137,0.7637,0.7281,0,0,13.106,13.106,F,T,F,,01/12/18,,F
2__EVAVU000,VAVU_E,Vavu Power Limited,VAVU,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVERM000,VERM_E,VERMONT ENERGY LIMITED,VERM,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVETS000,VTS_GSP_E_005,Vattenfall Energy Trading,VTS,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVIPR000,2__EVIPR000,Viper Energy Supply Ltd,VIPER,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVIRG000,VIRG_E,VIRGINIA ENERGY LIMITED,VIRG,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVNGA000,2__EVNGA000,Venga Energy Supply Ltd,VENGA,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVNQT000,2__EVNQT000,Vanquist Energy Supply Ltd,VANQUIST,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,0,0.4955,0.4564,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__EVOLT000,2__EVOLT000,Co-operative Energy Limited,VOLA,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,3.352,-41.1238,0.49,0.5321,0.25,-20.151,-21.882,1.642,1.784,F,T,F,,01/12/18,,F
2__EWASH000,WASH_E,Utility Point Limited,WASH,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,-6,0.4955,0.4564,0.25,-2.973,-2.738,0,0,F,T,F,,01/12/18,,F
2__EYELG000,_E  Default BM Midlands,NPower Yorkshire Supply Ltd,YE,G,,MID-YEP01,_E,Midlands,DEFAULT__E,,C,0.012997,0,-0.378,0.5685,0.6096,0.25,-0.215,-0.23,0,0,F,T,T,,01/12/18,,F
2__EZPYR000,2__EZPYR000,Green Network Energy Limited,ZEPHYR,G,,,_E,Midlands,DEFAULT__E,,C,0.012997,0,-18.7,0.419,0.4484,0.25,-7.835,-8.385,0,0,F,T,F,,01/12/18,,F
2__FALAB000,ALAB_F,ALABAMA ENERGY LIMITED,ALAB,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FALAS000,ALAS_F,ALASKA ENERGY LIMITED,ALAS,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FALBU000,ALBU_F,ALBUQUERQUE ENERGY LIMITED,ALBU,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FALTI000,2__FALTI000,Co-operative Energy Limited,VOLA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-3.8654,0.5069,0.5496,0.25,-1.959,-2.124,0,0,F,T,F,,01/12/18,,F
2__FANGE000,2__FANGE000,Limejump Energy Limited,ANGEL,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,23.6,0,0.3652,0.3559,0.3625,0,0,8.555,8.555,F,T,F,,01/12/18,,F
2__FANGE001,2__FANGE001,Limejump Energy Limited,ANGEL,S,,AG-FLIM01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,T,,01/12/18,F,F
2__FARIZ000,ARIZ_F,Simplicity Energy Limited,ARIZ,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FARRU000,2__FARRU000,Arruzzi Energy Supply Ltd,ARRUZZI,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FAVRO000,AVRO_F,AVRO ENERGY LIMITED,AVRO,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-6.2,0.5033,0.5469,0.25,-3.12,-3.391,0,0,F,T,F,,01/12/18,,F
2__FAXIS000,2__FAXIS000,Axis Telecom Ltd,AXISTELE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4955,0.378,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FAXPO000,2__FAXPO000,AXPO UK LIMITED,EGLUK,G,,NEE-AXPO1,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,14,-9,0.1584,0.2237,0.25,-1.426,-2.013,2.218,3.132,F,T,F,,01/12/18,,F
2__FAZAC000,2__FAZAC000,TOGETHER ENERGY SUPPLY LIMITED,AZACCA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.2,0.3412,0.3851,0.25,-0.068,-0.077,0,0,F,T,F,,01/12/18,,F
2__FBARB000,2__FBARB000,Barbican Power Limited,BARBICAN,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBAYS000,2__FBAYS000,Bayswater Energy Limited,BAYSWATE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBCFC000,2__FBCFC000,Octopus Energy Limited,MERCURY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.47,0.51,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBETH000,2__FBETH000,Mongoose Energy Supply Limited,BETHNAL,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBGAS000,2__FBGAS000,British Gas Trading Ltd,BRITGAS,G,,NEE-BGS01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-240,0.5119,0.5625,0.25,-122.856,-135,0,0,F,T,T,,01/12/18,,F
2__FBIZZ000,2__FBIZZ000,British Gas Trading Ltd,BRITGAS,G,,NEE-BIZ01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4897,0.3912,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBLBL000,2__FBLBL000,Bluebell Energy Supply Ltd,BLUEBELL,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBNRG000,2__FBNRG000,Electricity Plus Supply Ltd,BAENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-14.364,0.5696,0.6026,0.25,-8.182,-8.656,0,0,F,T,F,,24/01/19,,F
2__FBORE000,2__FBORE000,Zebra Power Limited,BOR,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.07,0.4267,0.4556,0.25,-0.03,-0.032,0,0,F,T,F,,01/12/18,,F
2__FBREZ000,2__FBREZ000,Breeze Energy Supply Ltd,BREEZE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,2.626,-1.406,0.4541,0.491,0.25,-0.638,-0.69,1.192,1.289,F,T,F,,01/12/18,,F
2__FBRZE000,2__FBRZE000,arto.energy Ltd,BRONZE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FBULN000,2__FBULN000,Bryt Energy Limited,BULLION,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-4.8,0.6112,0.2035,0.25,-2.934,-0.977,0,0,F,T,F,,01/12/18,,F
2__FCALI000,2__FCALI000,Callesti Energy Supply Limited,CALLESTI,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCALL000,2__FCALL000,SP Energy Retail Ltd,SPSUP01,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-9.8,0.5599,0.5342,0.25,-5.487,-5.235,0,0,F,T,F,,01/12/18,,F
2__FCBRA000,2__FCBRA000,Cabra Energy Supply Ltd,CABRA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCFWR000,2__FCFWR000,Eddington Energy Supply Ltd,EDDINGTN,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0.422,-0.114,0.4383,0.4712,0.25,-0.05,-0.054,0.185,0.199,F,T,F,,14/12/18,,F
2__FCILI000,2__FCILI000,Cilleni Energy Supply Limited,CILLENI,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCIRC000,2__FCIRC000,Flow Energy Ltd,CIRCUIT,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-5.296,0.5166,0.5609,0.25,-2.736,-2.971,0,0,F,T,F,,01/12/18,,F
2__FCMRO000,2__FCMRO000,Camaro Energy Supply Ltd,CAMARO,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCNDL000,2__FCNDL000,NEAS Energy Ltd.,CNDA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,96,0,0.4707,0.4497,0.25,0,0,24,24,F,T,F,,01/12/18,,F
2__FCNRG000,2__FCNRG000,Opus Energy (Corporate) Ltd,CHENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-50.1,0.6447,0.5185,0.25,-32.299,-25.977,0,0,F,T,F,,01/12/18,,F
2__FCOLG000,2__FCOLG000,Colgano Energy Supply Limited,COLGANO,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCOLO000,COLO_F,COLORADO ENERGY LIMITED,COLO,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCOMT000,2__FCOMT000,ENSTROGA Ltd,COMT1015,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.36,0.4779,0.5137,0.25,-0.172,-0.185,0,0,F,T,F,,01/12/18,,F
2__FCOOP000,2__FCOOP000,I Supply Energy Limited,COOP,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-5.42,0.5421,0.5865,0.25,-2.938,-3.179,0,0,F,T,F,,01/12/18,,F
2__FCOOP001,ISEWIND_F,I Supply Energy Limited,COOP,S,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,54.5,0,0.4707,0.4497,0.25,0,0,13.625,13.625,F,T,F,,01/12/18,F,F
2__FCORE000,2__FCORE000,Corona Energy Retail 4 Limited,SUPELEC3,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCOUL000,2__FCOUL000,Coulomb Energy Supply Limited,COULOMB,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,20,-10,0.052,0.1447,0.25,-0.52,-1.447,1.04,2.894,F,T,F,,01/12/18,,F
2__FCOVE000,2__FCOVE000,TOTO Energy Limited,COVENT,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-2.82,0.4747,0.5174,0.25,-1.339,-1.459,0,0,F,T,F,,01/12/18,,F
2__FCPPR000,2__FCPPR000,Affect Energy Ltd,COPPER,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4981,0.5411,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FCYCL000,2__FCYCL000,Business Power & Gas Limited,CYCLONE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.1478,0.626,0.4941,0.25,-0.093,-0.073,0,0,F,T,F,,01/12/18,,F
2__FDESL000,2__FDESL000,Daisy Energy Supply Ltd,DAISY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-1.448,0.4707,0.4497,0.25,-0.682,-0.651,0,0,F,T,F,,06/12/18,,F
2__FDFDL000,2__FDFDL000,Tru Energy Limited,DAFFODIL,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.06,0.5931,0.5897,0.25,-0.036,-0.035,0,0,F,T,F,,01/12/18,,F
2__FDIRA000,2__FDIRA000,Social Energy Supply Ltd,DIRAC,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FDNRG000,2__FDNRG000,Donnington Energy Limited,DOENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FDRGI000,UKHC_F,UK Healthcare Corporation Ltd,DENERGI1,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FDUAL000,2__FDUAL000,Dual Energy Direct Limited,DUALENER,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-11.25,0.563,0.4464,0.25,-6.334,-5.022,0,0,F,T,F,,01/12/18,,F
2__FEBES000,2__FEBES000,BES Commercial Electricity Ltd,EBEA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-6.478,0.5312,0.3898,0.25,-3.441,-2.525,0,0,F,T,F,,01/12/18,,F
2__FECOA000,2__FECOA000,British Gas Trading Ltd,BRITGAS,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,10,0,0.4707,0.4497,0.25,0,0,2.5,2.5,F,T,F,,01/12/18,,F
2__FECON000,2__FECON000,Economy Power,ECON1,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FECOT000,2__FECOT000,The Renewable Energy Co Ltd,RENC,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-3.68,0.604,0.6167,0.25,-2.223,-2.269,0,0,F,T,F,,01/12/18,,F
2__FEDDI000,2__FEDDI000,Eddington Energy Supply Ltd,EDDINGTN,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-2.2,0.4707,0.4497,0.25,-1.036,-0.989,0,0,F,T,F,,01/12/18,,F
2__FEDGE000,2__FEDGE000,Edgware Energy Limited,EDGWARE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FEDIR000,2__FEDIR000,British Gas Trading Ltd,BRITGAS,G,,NEE-EDR01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,T,,01/12/18,,F
2__FEELC000,2__FEELC000,E.ON Energy Solutions Limited,PGENERGY,G,,NEE-EAS01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.2,0.3,0.25,0,0,0,0,F,T,T,,01/12/18,,F
2__FEENG000,2__FEENG000,E.ON Energy Solutions Limited,PGENERGY,G,,NEE-EST01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-16,0.5546,0.5987,0.25,-8.874,-9.579,0,0,F,T,T,,01/12/18,,F
2__FEESL000,EESL_F,ECONOMY ENERGY SUPPLY LTD,EESL,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FEETL000,EETL in Northern,OVO Electricity Ltd,OVOE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-13.952,0.5052,0.55,0.25,-7.049,-7.674,0,0,F,T,F,,12/01/19,,F
2__FEFLS000,EFLS_F,Effortless Energy Ltd,EENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.04,0.4591,0.4955,0.25,-0.018,-0.02,0,0,F,T,F,,01/12/18,,F
2__FEGDX000,F_EGASELEC,E (GAS AND ELECTRICITY) LTD,LORM,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,23/01/19,,F
2__FEGML000,EGML_F,ECO GREEN MANAGEMENT LIMITED,YGP1,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.2506,0.5774,0.5379,0.25,-0.145,-0.135,0,0,F,T,F,,01/12/18,,F
2__FELEC000,Electraphase_F,ELECTRAPHASE LIMITED,EPHASE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.28,0.136,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FEMEB000,2__FEMEB000,E.ON Energy Solutions Limited,PGENERGY,G,,NEE-PGE01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-140,0.6225,0.625,0.25,-87.15,-87.5,0,0,F,T,T,,24/01/19,,F
2__FEMZO000,2__FEMZO000,Emzo Energy Supply Ltd,EMZO,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FENDC000,2__FENDC000,EPG Energy Limited,EPGNRG,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,8,-2.8,-1.8661,-1.6146,0.25,5.225,4.521,-14.929,-12.917,F,T,F,,01/12/18,,F
2__FENDC001,2__FENDC001,EPG Energy Limited,EPGNRG,S,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,3,0,0.4707,0.4497,0.25,0,0,0.75,0.75,F,T,F,,21/12/18,F,F
2__FENDC002,2__FENDC002,EPG Energy Limited,EPGNRG,S,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,F,F
2__FENEC000,2__FENEC000,Eneco Energy Trade,ENECOUK,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.16,0.4975,0.3886,0.25,-0.08,-0.062,0,0,F,T,F,,01/12/18,,F
2__FENER000,2__FENER000,Simply Your Energy,SUPLENER,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,19/12/18,,F
2__FENGQ000,EnergyQ_F,Eversmart Energy Ltd,ENGQ,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.5146,0.5585,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FENRD000,2__FENRD000,British Gas Trading Ltd,BRITGAS,G,,NEE-ENR01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,36,-204,0.5293,0.3928,0.25,-107.977,-80.131,19.055,14.141,F,T,T,,01/12/18,,F
2__FENRD002,2__FENRD002,British Gas Trading Ltd,BRITGAS,S,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,25,-1,0.4707,0.4497,0.25,-0.471,-0.45,11.768,11.243,F,T,F,,01/12/18,F,F
2__FENRG000,2__FENRG000,Opus Energy Renewables Limited,EVENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,6.8,0,0.1482,0.1722,0.1551,0,0,1.055,1.055,F,T,F,,01/12/18,,F
2__FENRG002,ENRGF2,Opus Energy Renewables Limited,EVENERGY,S,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,11.18,0,0.364,0.347,0.359,0,0,4.014,4.014,F,T,F,,01/12/18,F,F
2__FEOND000,2__FEOND000,E.ON Energy Solutions Limited,PGENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-4,0.4707,0.4497,0.25,-1.883,-1.799,0,0,F,T,F,,01/12/18,,F
2__FEPHH000,2__FEPHH000,Economy Power,ECON1,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FESSL000,2__FESSL000,Squeaky Clean Energy Limited,ESSL1015,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-0.226,0.4295,0.3432,0.25,-0.097,-0.078,0,0,F,T,F,,01/12/18,,F
2__FEURO000,2__FEURO000,Robin Hood Energy Limited,EUROPA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-3.64,0.3138,0.3415,0.25,-1.142,-1.243,0,0,F,T,F,,01/12/18,,F
2__FEUST000,2__FEUST000,Euston Energy Limited,EUSTON,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FEVER000,2__FEVER000,Eversmart Energy Ltd,ENGQ,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FEXGL000,Exelon_F,Exelon Generation Limited,EXGENLIM,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FFARA000,2__FFARA000,URE Energy Limited,FARADAY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FFARR000,2__FFARR000,Farringdon Energy Limited,FARRINGD,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FFLEX000,2__FFLEX000,Flexitricity Limited,FLEXTRCY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,6,-1,0.4707,0.4497,0.25,-0.471,-0.45,2.824,2.698,F,T,F,,28/12/18,,F
2__FFLEX001,2__FFLEX001,Flexitricity Limited,FLEXTRCY,S,,AG-FFLX01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,49,-2,0.4707,0.4497,0.25,-0.941,-0.899,23.064,22.035,F,T,T,,01/12/18,F,F
2__FFNRG000,2__FFNRG000,Farmoor Energy Limited,FRENERGY,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FFRST000,2__FFRST000,First Utility Limited,FRST01,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-47.282,0.5094,0.5535,0.25,-24.085,-26.171,0,0,F,T,F,,01/12/18,,F
2__FFSEN000,2__FFSEN000,F & S Energy Ltd,FSE0001,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,10,-2,0.0241,0.1516,0.25,-0.048,-0.303,0.241,1.516,F,T,F,,10/01/19,,F
2__FFXGL000,2__FFXGL000,Foxglove Energy Supply Ltd,FOXGLOVE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-1.7646,0.4534,0.4785,0.25,-0.8,-0.844,0,0,F,T,F,,01/12/18,,F
2__FGALE000,2__FGALE000,PLANET 9 ENERGY LTD,GALENA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FGANY000,2__FGANY000,Solarplicity Supply Limited,GANYMEDE,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0.22,-1.064,0.4414,0.4893,0.25,-0.47,-0.521,0.097,0.108,F,T,F,,01/12/18,,F
2__FGESL000,2__FGESL000,SO Energy Trading Limited,GOLD,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-3.3,0.4999,0.5436,0.25,-1.65,-1.794,0,0,F,T,F,,01/12/18,,F
2__FGETW000,2__FGETW000,Utilita Energy Limited,UTILITA,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,-64,0.5183,0.5565,0.25,-33.171,-35.616,0,0,F,T,F,,15/01/19,,F
2__FGMTR000,2__FGMTR000,Gazprom M & T Retail Ltd,GMTR,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,80,-55,0.7313,0.6702,0.25,-40.222,-36.861,58.504,53.616,F,T,F,,01/12/18,,F
2__FGNRG000,2__FGNRG000,Green Energy (UK) Plc,GRNUKPLC,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,2.2,0,0.4724,0.4467,0.465,0,0,1.023,1.023,F,T,F,,01/12/18,,F
2__FGONG000,2__FGONG000,First Utility Limited,FRST01,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FHAVE000,2__FHAVE000,Haven Power Ltd,HAVEN,G,,NEE-HVN01,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,34.988,0,0.4707,0.4497,0.25,0,0,8.747,8.747,F,T,T,,01/12/18,,F
2__FHAWK000,2__FHAWK000,MAXEN POWER SUPPLY LIMITED,HAWKING,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
2__FHOLB000,2__FHOLB000,Holborn Energy Limited,HOLBORN,G,,,_F,NORTHERN,DEFAULT__F,,C,-0.0089917,0,0,0.4707,0.4497,0.25,0,0,0,0,F,T,F,,01/12/18,,F
